AZERBAYCAN,AZERBAYCAN TIP ÜNİVERSİTESİ İÇİN KAYIT DANIŞMANLIK : 1500USD,,,,,,,,
,DİĞER ÜNİVERSİTELER İÇİN DANIŞMANLIK 1150 USD,,,,,,,,
-Vizesiz Bir Ülkededir. Okul Başladıktan Sonra Öğrenci Oturumu Yapılır.-,,,,,,,,,
-Yaş Ve Diploma Notunda Sınır Yoktur,,,,,,,,,
-Adli Sicili Olan Öğrenciler Kabul Edilmez,,,,,,,,,
-Öğrenci Oturumu İle Ülkede Çalışamaz,,ÖNEMLİ VE EN ÇOK GİDİLEN ÜNİVERSİTELER,,,,,,,
-Ders Saydırma Tamamlama Gibi İşlemler Yapılmaz.,,AZERBAYCAN TEKNİK ÜNİVERSİTESİ,,,,,,,
-Nerdeyse Her Üniversitenin Kendine Ait Hazırlığı Vardır.,,AZERBAYCAN GENCE DEVLET TARIM ÜNİVERSİTESİ,,,,,,,
-Birinci Sınıf Kayıtlar Hazırlıktan Daha Erken Kapanır.,,AZERBAYCAN İNŞAAT VE MİMARLIK ÜNİVERSİTESİ,,,,,,,
-Havacılık Üniversitesi Kaydı Diğer Üniversiteler Göre Daha Erken Kapanır.,,AZERBAYCAN ÜNİVERSİTESİ,,,,,,,
-Oturum Her Şey Dahil  : 150 Azn,,AZERBAYCAN DEVLET DENİZ AKAMESİ,,,,,,,
-Hat Ücreti İnt. Dahil: 35 Azn,,AZERBAYCAN MİLLİ HAVACILIK ÜNİVERSİTESİ,,,,,,,
-Çeviri Evrak Başı: 20-50 Azn,,,,,,,,,
-Sigorta İlk Yıl İnşaat Ve Mimarlıkta Zorunlur: 200 Azn,,,,,,,,,
-Yurtta Yemek  Ortalama: 250 Azn,,,,,,,,,
-Genel Olarak Aylık Gider Barınma Hariç: 500-600 Azn,,,,,,,,,
,,,,,,,,,
AZERBAYCAN  ÜNİVERSİTESİ,HAZIRLIK  AZN-İNG: 1.000 USD,DİL ,,,,,,,
Bilgi Güvenliği,1500-1600 $,Azerbaycan Türkçesi - İng,,,,,,,
Bilgi Teknolojileri,1.300$ ,Azerbaycan Türkçesi,,,,,,,
Bilgisayar Mühendisliği,1.300$ ,Azerbaycan Türkçesi - İng,,,,,,,
Uluslararası Ticaret ve Lojistik,1.200$ ,Azerbaycan Türkçesi,,,,,,,
İşletme Yönetimi,1.500$ - 2.200$,Azerbaycan Türkçesi - İng,,,,,,,
Ekonomi,1.300$ - 1.500$,Azerbaycan Türkçesi - İng,,,,,,,
Finans,1.000$ ,Azerbaycan Türkçesi,,,,,,,
Pazarlama ,1.000$ ,Azerbaycan Türkçesi,,,,,,,
Truzim İşletmeciliği Organizasyonu,1.500$ - 1.600$,Azerbaycan Türkçesi - İng,,,,,,,
Yönetim,1300 $,Azerbaycan Türkçesi,,,,,,,
Muhasebe,1.300$- 1500$,Azerbaycan Türkçesi - İng,,,,,,,
Sosyal Çalışma,1.600$- 1800$,Azerbaycan Türkçesi - İng,,,,,,,
Uluslararası İlişkiler,1800$ ,Azerbaycan Türkçesi,,,,,,,
Filoloji (azerbaycan dili ve edebiyatı- ingiliz dili ve edebiyatı),1.600$ ,Azerbaycan Türkçesi,,,,,,,
Siyaset Bilimi,1.800$,Azerbaycan Türkçesi,,,,,,,
Felsefe,1500$,Azerbaycan Türkçesi,,,,,,,
AZERBAYCAN DEVLET PEDAGOJİ ÜNİVERSİTESİ,HAZIRLIK ,DİL ,,,,,,,
Dünya Edebiyatı,1180$ ,Azerbaycan Türkçesi,,,,,,,
İlkokul Öğretmenliği,1180$ ,Azerbaycan Türkçesi,,,,,,,
Okul Öncesi Öğretmenliği,1180$ ,Azerbaycan Türkçesi,,,,,,,
"İngilizce Öğretmenliği,  ",1180$ ,Azerbaycan Türkçesi,,,,,,,
Matematik öğretmenliği,1180$ ,Azerbaycan Türkçesi,,,,,,,
Fizik Öğretmenliği,1180$ ,Azerbaycan Türkçesi,,,,,,,
Biyoloji Öğretmenliği,1180$ ,Azerbaycan Türkçesi,,,,,,,
Dünya Edebiyatı,1180$ ,Azerbaycan Türkçesi,,,,,,,
İlkokul Öğretmenliği,1180$ ,Azerbaycan Türkçesi,,,,,,,
Okul Öncesi Öğretmenliği,1180$ ,Azerbaycan Türkçesi,,,,,,,
İngilizce Öğretmenliği,1180$ ,Azerbaycan Türkçesi,,,,,,,
Matematik öğretmenliği,1180$ ,Azerbaycan Türkçesi,,,,,,,
Fizik Öğretmenliği,1180$ ,Azerbaycan Türkçesi,,,,,,,
Biyoloji Öğretmenliği,1180$ ,Azerbaycan Türkçesi,,,,,,,
Psikolojik Danışmanlık ve Rehberlik Öğretmenliği ,1180$ ,Azerbaycan Türkçesi,,,,,,,
AZERBAYCAN İNŞAAT VE MİMARLIK ÜNİVERSİTESİ , HAZIRLIK 1200$,DİL ,NOT,YUKSEK LİSANS - DOKTORA,ÜCRET,,,,
İnşaat Mühendisliği,2000$,Azerice-Rusça-İngilizce,İNGİLİZCE HAZIRLIK OKUMAK İÇİN,Mühendislik Ekonomisi,2500$-3000$,,,,
Mimarlık ,2500$,Azerice-Rusça-İngilizce,GİRİŞTE İNG MÜLAKAT VARDIR.,Anıt ve tarihi eserlerin inşası ve mimarisi,2500$-3500$,,,,
Çevre Ekoloji Mühendisliği,2000$,Azerbaycan Türkçesi - İng,B1 İNGİLİZCESİ OLMASI GEREKİYOR.,İşletme MBA,2500$-3000$,,,,
Soğutma ve Su Yönetimi Mühendisliği ,2000$,Azerbaycan Türkçesi,,Pazarlama MBA,2500$-3000$,,,,
Ürün Teknolojisi Endüstrisi  Mühendisliği,2000$,Azerbaycan Türkçesi,,İnşaat yönetimi MBA,2500$-3000$,,,,
Mekanizasyon ve Otomasyonu,2000$,Azerbaycan Türkçesi,,İnşaat alanında yatırım yönetimi MBA,2500$-3000$,,,,
Petrol*Gaz Mühendisliği,2000$,Azerbaycan Türkçesi,,Trafik Yönetimi MBA,2500$-3000$,,,,
Jeodezi ve Haritacılık- Harita Mühendisliği,2000$,Azerbaycan Türkçesi,,Lojistik ve Tedarik Zinciri Yönetimi MBA,2500$-3000$,,,,
Metroloji Mühendisliği,2000$,Azerbaycan Türkçesi,,Gayrimenkul Yönetimi MBA,2500$-3000$,,,,
Dizayn*Tasarım,2500$,Azerbaycan Türkçesi,,Çevre Yönetimi MBA,2500$-3000$,,,,
Teknolojik Makine Ekipman Mühendisliği,2000$,Azerbaycan Türkçesi - İng,,İnşaat Mühendisliği,2500$-3000$,,,,
İnşaat Malzemeleri  ve Ürünleri Teknoloji Mühendisliği,2000$,Azerbaycan Türkçesi,,Dizayn TasarımTeknik Estetik,2500$-3000$,,,,
Peyzaj Mimarlığı*Şehir Planlama,2000$,Azerbaycan Türkçesi,,Görsel Tasarım ve Medya,2500$-3000$,,,,
Mühendislik Sistemleri ve Tesislerin İniaat Mühendisliği ,2000$,Azerbaycan Türkçesi,,Dizayn grafik interyer,2500$-3000$,,,,
Malzeme Bilimi Mühendisliği ,2000$,Azerbaycan Türkçesi,,Standartlaştırma sahalar üzerine Sertifikalaştırma,2500$-3000$,,,,
Elektrik  ve Makine Mühendisliği,2000$,Azerbaycan Türkçesi,,Elektrik Mühendisliği,2500$-3000$,,,,
Acil Durum İş Sağlığı  Güvenliği ,1800$,Azerbaycan Türkçesi - İng,,Geodezi Harıtacılık,2500$-3000$,,,,
Makine Mühendisliği,1800$,Azerbaycan Türkçesi,,Şehir Kadastro,2500$-3000$,,,,
Hidroloji *Su* Yönetimi*İslah Mühendisliği,1800$,Azerbaycan Türkçesi,,Şehir Planlaması,2200$*3000$,,,,
Ulaştırma  İnşaat Mühendisliği,1800$,Azerbaycan Türkçesi,,Sürdurulebilir Kentsel Gelişim ve Bölge Planlaması,2000$*3000$,,,,
Proses*Islah Mühendisliği,1800$,Azerbaycan Türkçesi,,Makine Mühendisliği,2000$*3000$,,,,
Enerji ve Bilgisayar Mühendisliği,2000$,Azerbaycan Türkçesi - İng,,Bilgi Teknolojileri ve Sistemleri Mühendisliği,2000$*3000$,,,,
Kara Araçları Mühendisliği,1800$,Azerbaycan Türkçesi - İng,,Endüstri Organizasyonu Yönetimi,2000$*3000$,,,,
Endüstriyel  Organizasyonu ve Yönetimi ,1800$,Azerbaycan Türkçesi,,Üretim ve Hizmet Alanı Ekonomisi ve Yönetimi,2000$*3000$,,,,
Bilgi Sistemleri Mühendisliği,1800$,Azerbaycan Türkçesi - İng,,Mimarlık,3000$-3500$,,,,
AZERBAYCAN TEKNİK ÜNİVERSİTESİ ,HAZIRLIK  - 1.100 USD,DİL ,,YUKSEKLİSANS,,,,,
Elektrik ve elektronik Mühendisliği,1850$,Azerbaycan Türkçesi - Rusça,, Özel amaçlı ürünlerin oluşturulması ve yeni teknolojilerin geliştirilmes,1800$,,,,
Otomasyon ve Kontrol,1600$,Azerbaycan Türkçesi - Rusça,,Lojistik ,1800$,,,,
Enerji Verimliliği ve Yeşil Enerji Teknolojileri,1600$,Azerbaycan Türkçesi - Rusça,,Sosyal Ekonomik Siyasş Kalkınma ve Toprak Bütunlüğü,1800$,,,,
Elektronik Mühendisliği,1600$,Azerbaycan Türkçesi - Rusça,,Sosyal Felsefe jeopolitik  düşünce kültürü,1800$,,,,
Ekoloji Mühendisliği. Endüstriyel Ekoloji ve Can Güvenliği,1600$,Azerbaycan Türkçesi - Rusça,,Dil Kültür Düşünce Sosyal Etkimlikler,1800$,,,,
Sürdürülebilir Geri Dönüştürme,1600$,Azerbaycan Türkçesi - Rusça,,Dil Teorisi,1800$,,,,
Kimyasal Teknolojiler Mühendisliği,1600$,Azerbaycan Türkçesi - Rusça,,Optik telekomünikasyon sistemleri ve bilgi güvenliği,1800$,,,,
Ekonomi ve İstatistik,1600$,Azerbaycan Türkçesi - Rusça,,Bilgisayarlar Fizik Kuantum,1800$,,,,
Uluslararası Ticaret.Uluslararası Ticaret,1600$,Azerbaycan Türkçesi - Rusça,,Yapay Zeka,1800$,,,,
Otomobil Mühendisliği,1600$,Azerbaycan Türkçesi - Rusça,,Veri Güvenliği,1800$,,,,
Malzeme ve Aletler Mühendisliği,1600$,Azerbaycan Türkçesi - Rusça,,Metalürji ,1800$,,,,
RadyoElektronik Mühendisliği,1600$,Azerbaycan Türkçesi - Rusça,,Geri Dönüşüm Teknolojileri,1800$,,,,
Havacılık Sistemleri  ve Uzay Mühendisliği,1600$,Azerbaycan Türkçesi - Rusça,,Malzeme Bilimi,1800$,,,,
Özel Teknolojiler ve Cihaz Mühendisliği,1600$,Azerbaycan Türkçesi - Rusça,,Ulaştırma ,1800$,,,,
Hidrolik ve Isı Mühendisliği,1600$,Azerbaycan Türkçesi - Rusça,,Trafik ,1800$,,,,
Bilgisayar Mühendisliği,1850$,Azerbaycan Türkçesi - Rusça - İng,,Araba Motorları,1800$,,,,
Matematik Mühendisliği Yapay Zeka,1600$,Azerbaycan Türkçesi - Rusça,,Metalürji Mühendisliği,1800$,,,,
Endüstri Mühendisliği*Urün Mühendisliği,1600$,Azerbaycan Türkçesi - Rusça,,Otel ve Turizm Yönetimi,1800$,,,,
Radyo Mühendisliği ve Telekomünikasyon,1600$,Azerbaycan Türkçesi - Rusça,,,,,,,
Mekatronik Mühendisliği,1600$,Azerbaycan Türkçesi - Rusça,,,,,,,
Mekanik ,1600$,Azerbaycan Türkçesi - Rusça,,,,,,,
Makine Mühendisliği ,1600$,Azerbaycan Türkçesi - Rusça,,,,,,,
Trafik ve Trafik Güvenliği,1600$,Azerbaycan Türkçesi - Rusça,,,,,,,
Uluslararası  Taşımacılık Lojistiği ve Yönetimi,1600$,Azerbaycan Türkçesi - Rusça,,,,,,,
Ulaştırma ekipmanları ve Yönetim Teknolojileri,1600$,Azerbaycan Türkçesi - Rusça,,,,,,,
AZERBAYCAN DEVLET PETROL VE SANAYİ ÜNİVERSİTESİ ,,,,,,,,,
 (NEFT AKADEMİSİ),HAZIRLIK  1000USD,DİL  ,,,,,,,
Mineraloji,2000$,Azerbaycan Türkçesi,,,,,,,
Jeoloji Mühendisliği,2500$,Azerbaycan Türkçesi,,,,,,,
Hidrojeoloji(Su)Mühendisliği,2000$,Azerbaycan Türkçesi,,,,,,,
Jeofizik Mühendisliği,2000$,Azerbaycan Türkçesi - İngilizce,,,,,,,
Maden Mühendisliği,2000$,Azerbaycan Türkçesi,,,,,,,
Gaz Mühendisliği,2500$,Azerbaycan Türkçesi,,,,,,,
Petrol Mühendisliğ,2500$,Azerbaycan Türkçesi,,,,,,,
Acil Güvenlik Mühendisliği,2000$,Azerbaycan Türkçesi,,,,,,,
Kimya ve Kimya Teknolojileri Mühendisliği,2000$,Azerbaycan Türkçesi - İngilizce,,,,,,,
Ekoloji Mühendisliğ,2000$,Azerbaycan Türkçesi - İngilizce,,,,,,,
Petrol Mekaniği Makine Mühendisliği,2000$,Azerbaycan Türkçesi - İngilizce,,,,,,,
Sürdürebilir Geri Kazanım Mühendisliği,2000$,Azerbaycan Türkçesi,,,,,,,
Gıda Mühendisliği,2000$,İngilizce,,,,,,,
Güç Mühendisliği,2500$,Azerbaycan Türkçesi,,,,,,,
Elektroenerjetik Mühendisliği,2500$,Azerbaycan Türkçesi,,,,,,,
Isı Enerjisi Mühendisliği,2500$,Azerbaycan Türkçesi - İngilizce,,,,,,,
Elektrik Mühendisliği,2000$,Azerbaycan Türkçesi - İngilizce,,,,,,,
Bilgisayar Bilimleri Mühendisliği,2500$,Azerbaycan Türkçesi,,,,,,,
Cihaz Malzeme}Mühendisliği,2500$,Azerbaycan Türkçesi - İngilizce,,,,,,,
Bilgi Teknolojileri,2500$,Azerbaycan Türkçesi - İngilizce,,,,,,,
Bilgisayar Yönetimi Bilimleri,2500$,Azerbaycan Türkçesi,,,,,,,
Elektronik Mühendisliği,2000$,Azerbaycan Türkçesi - İngilizce,,,,,,,
Telekomünikasyon Mühendisliği,2500$,Azerbaycan Türkçesi,,,,,,,
Radyo Mühendisliği,2500$,Azerbaycan Türkçesi - İngilizce,,,,,,,
Proses Otomasyon Mühendisliği,2500$,Azerbaycan Türkçesi - İngilizce,,,,,,,
Bilgi Teknolojileri,2500$,Azerbaycan Türkçesi - İngilizce,,,,,,,
Bilgisayar Mühendisliği,2500$,Azerbaycan Türkçesi - İngilizce,,,,,,,
Sistem Mühendisliği ,2500$,Azerbaycan Türkçesi - İngilizce,,,,,,,
Robotik Mühendisliği,2500$,Azerbaycan Türkçesi ,,,,,,,
İşletme Yönetimi*İşletme*Ekonomi*Pazarlama,2500$,Azerbaycan Türkçesi - İngilizce,,,,,,,
Mekatronik Mühendisliği,2500$,Azerbaycan Türkçesi ,,,,,,,
Lojistik  ve Taşımacılık Teknolojileri Mühendisliği,2500$,Azerbaycan Türkçesi - İngilizce,,,,,,,
Fizik Mühendisliği,2500$,Azerbaycan Türkçesi - İngilizce,,,,,,,
Endustri Mühendisliği,2500$,İngilizce  ,,,,,,,
Biyomedikal Mühendisliği,2500$,Azerbaycan Türkçesi ,,,,,,,
Meteoroloji Mühendisliği ,2500$,Azerbaycan Türkçesi ,,,,,,,
İnşaat Mühendisliği,2500$,Azerbaycan Türkçesi - İngilizce,,,,,,,
AZERBAYCAN DEVLET DENİZ AKADEMİSİ ,HAZIRLIK ,DİL,ÖNEMLİ NOTLAR ,,,,,,
Uzak Yol Gemi Kaptanlığı,3000$,Azerbaycan Türkçesi- İNG,ÜNİVERSİTENİN HAZIRLIĞI YOKTUR.,,,,,,
Gemi kaptanlığı Mühendisliği,3000$,Azerbaycan Türkçesi- İNG,UZAK YOL GEMİ KAPTANLIĞINDA YABANCI ÖĞRENCİYE EHLİYET VERMEZ,,,,,,
Gemi İnşa ve Onarım Mühendisliği,3000$,Azerbaycan Türkçesi - İNG,"- YILLIK OKUL ÜCRETİ, ÜNİFORMA, YURT ÜCRETİ 2 KİŞİLİK TEK ÖDEME (YEMEK DAHİL DEĞİL)",,,,,,
Gemi Makineleri İşletme Mühendisliği,3000$,Azerbaycan Türkçesi,İNGİLİZCE BÖLÜMLERE GİRİŞTE SÖZLÜ MÜLAKATLA ALIYOR B1 YETERLİ ,,,,,,
Elektrik ve Elektronik Mühendisliği,3000$,Azerbaycan Türkçesi,,,,,,,
AZERBAYCAN DİLLER ÜNİVERSİTESİ,,DİL ,,,,,,,
İngiliz Dili ve Edebiyatı,1800$,Azerbaycan Türkçesi,,,,,,,
Alman Dili ve Edebiyatı,1800$,Azerbaycan Türkçesi,,,,,,,
Fransız Dili ve Edebiyatı,1800$,Azerbaycan Türkçesi,,,,,,,
İtalyan Dili ve Edebiyatı,1800$,Azerbaycan Türkçesi,,,,,,,
İspanyol Dili ve Edebiyatı,1800$,Azerbaycan Türkçesi,,,,,,,
Kore Dili ve Edebiyatı ,1800$,Azerbaycan Türkçesi,,,,,,,
Uluslararası İlişkiler,2200$,Azerbaycan Türkçesi,,,,,,,
Tercümanlık,2200$,Azerbaycan Türkçesi,,,,,,,
AZERBAYCAN TIP ÜNİVERSİTESİ ,HAZIRLIK 5000USD,DİL   ,YURT                                         ,UZMANLIK 7000$,ÜCRET,,,,
Tıp   (6 yıl) ,6.000$,AzerbaycanT.-İngilizce-Rusça,150$-250$ *Ev 500*600 Manat             ,Narkoloji ,4 Yıl,,,,
Diş Hekimliği  (5 YIL),6.000$,AzerbaycanT.-İngilizce-Rusça,,Fizyoloji,2Yıl,,,,
Eczacılık (5 YIL),6.000$,AzerbaycanT.-İngilizce-Rusça,,İmmünoloji,2Yıl,,,,
Halk Sağlığı  (4 YIL),6.000$,,,Mikrobiyoloji,2 Yıl,,,,
Fizik Tedavi ve Rehabilitasyon,6.000$,,,Laboratuvar,2 Yıl,,,,
Hemşirelik,6.000$,,,Genetik,2 Yıl,,,,
,,,                                                                        ,Epistemoloji,2 Yıl,,,,
,,,,Psikiyatri,2 Yıl,,,,
AZERBAYCAN TIP ÜNİVERSİTESİ İÇİN NOTLAR,,,,Anesteziyoloji  ,3 Yıl,,,,
ARA DÖNEM KAYIDI AÇMAMAKTADIR. LİSE DİPLOMASI ŞARTI VE YKS ŞARTI ARTIK ARAMAMAKTADIR,,,,Diş hekimliği*Cene Cerrahisi,3 Yıl *5 yıl,,,,
ÖĞRENCİ ÜLKEYE GİTMEDEN BİYOLOJİ- KİMYADAN SINAVA GİRER,(SKYPE ÜZERİNDEN),,,Sosyal hijyen ve sağlık,3 Yıl,,,,
HAZIRLIK EĞİTİMİ OCAKTA BAŞLAR.,,,,Römololoji,4 Yıl,,,,
,,,,Fizyoterapi ve tıbbi reh. ,3 Yıl,,,,
,,,,Radyasyon tedavisi,4 Yıl,,,,
,,,,Allergoloji,3 Yıl,,,,
,,,,Patolojik anatomi ,3 Yıl,,,,
,,,,Nöroloji ,4 Yıl,,,,
,,,,Sua Terapisı, 3 Yıl,,,,
,,,,Kardiyoloji,4 Yıl,,,,
,,,,Nefroloji,4 Yıl,,,,
,,,,Gastroentroloj,4 Yıl,,,,
,,,,Hematoloji,4 Yıl,,,,
,,,, Dermatoloji,4 Yıl,,,,
,,,,Romatoloji,4 Yıl,,,,
,,,,Bulaşıcı hastalıklar,4 Yıl,,,,
,,,,Endokrinoloji,4 Yıl,,,,
,,,,Oftalmonojik ,3 Yıl,,,,
,,,,KBB,4 Yıl,,,,
,,,,Pediatri 4 Yıl,4 Yıl,,,,
,,,,Genel cerrahi, 5 Yıl,,,,
,,,,Beyin cerrahisi, 5 Yıl,,,,
,,,,Plastik cerrahi, 5 Yıl,,,,
,,,,Kalp-damar, 5 Yıl,,,,
,,,,Pediatrik cerrahi, 5 Yıl,,,,
,,,,Travmatoloji-ortopedi,4 Yıl,,,,
,,,,Onkoloji, 5 Yıl,,,,
,,,,Üroloji, 5 Yıl,,,,
,,,,Doğum ve jinekoloji, 5 Yıl,,,,
BAKÜ DEVLET ÜNİVERSİTESİ  ,HAZIRLIK  - 1500 USD,DİL ,YUKSEK LISANS ,ÜCRET MANAT ÜZERİ,PHD DOKTORA,,,,
Azerbaycan Dili ve Edebiyatı Öğretmenliği,1500$,Azerbaycan Türkçesi,MEKANİK- MATEMATİK,2550,Mekanik- Matematik,1600$,,,
Biyoloji Öğretmenliği ,1500$,Azerbaycan Türkçesi,UYGULAMALI MATEMATİK VE SİNERNETİK,2550,Uygulamalı Matematik Ve Sibernetik,1600$,,,
Coğrafya Öğretmenliği ,1500$,Azerbaycan Türkçesi,FİZİK,2550,Fizik,1600$,,,
Rus Dili ve Edebiyat Öğretmenliği ,1500$,Azerbaycan Türkçesi,KİMYA,2040,Kimya,1600$,,,
Fizik Öğretmenliği ,1500$,Azerbaycan Türkçesi,BİYOLOJİ,2550,Biyoloji ,1600$,,,
Bilgisayar Öğretmenliği ,1500$,Azerbaycan Türkçesi,EKOLOJİ VE TOPRAK BİLİMİ,2550,Ekoloji ve Toprak Bilimi ,1600$,,,
Kimya Öğretmenliği ,1500$,Azerbaycan Türkçesi,COĞRAFYA,2550,Coğrafya ,1600$,,,
Özel Eğitim ,1500$,Azerbaycan Türkçesi,JEOLOJİ,2550,Jeoloji ,1600$,,,
Matematik Öğretmenliği ,1500$,Azerbaycan Türkçesi - İNG,FİLOLOJİ,2550,Filoloji ,1600$,,,
Tarih Öğretmenliği ,1500$,Azerbaycan Türkçesi,TARİH,2550,Tarih ,1600$,,,
Eğitimde Sosyo-psikoloji hizmetler,1500$,Azerbaycan Türkçesi,GAZETECİLİK,2550,Gazetecilik ,1600$,,,
Uluslararası İlişkiler ,2500$,Azerbaycan Türkçesi  -  İNG,DOĞU ÇALIŞMALARI,2550,Doğu Çalışmaları ,1600$,,,
Psikoloji,2.000$,Azerbaycan Türkçesi  -  İNG,KÜTÜPHANECİLİK VE BİLGİLENDİRME FAALİYETLERİ,2550,,,,,
Devlet ve Halkla İlişkiler ,2500$,Azerbaycan Türkçesi,SOSYAL BİLİMLER VE PSİKOLOJİ,3400,Kütüphanecilik ve Bilgilendirme Faaliyetleri ,1600$,,,
Felsefe ,1500$,Azerbaycan Türkçesi,ULUSLARARASI İLİŞKİLER VE EKONOMİ,3400,Sosyal Bilimler ve Psikoloji ,2500$,,,
Filoloji (Rus Dili ve Edebiyatı),1500$,Azerbaycan Türkçesi,HUKUK,5950,Uluslararası İlişkiler ve Ekonomi ,2500$,,,
Filoloji (Fransız Dili ve Edebiyatı),1500$,Azerbaycan Türkçesi,,,Hukuk ,3500$,,,
Filoloji (Alman Dili ve Edebiyatı),1500$,Azerbaycan Türkçesi,,,,,,,
Filoloji (ArapDili ve Edebiyatı),1500$,Azerbaycan Türkçesi,,,,,,,
Filoloji (TürkDili ve Edebiyatı),1500$,Azerbaycan Türkçesi,,,,,,,
Filoloji (Fars Dili ve Edebiyatı),1500$,Azerbaycan Türkçesi,,,,,,,
Filoloji (İngiliz Dili ve Edebiyatı),1500$,Azerbaycan Türkçesi,,,,,,,
Filoloji (Çin Dili ve Edebiyatı),1500$,Azerbaycan Türkçesi,,,,,,,
Hukuk ,3500$,Azerbaycan Türkçesi - İNG,,,,,,,
Gazetecilik ,1500$,Azerbaycan Türkçesi,,,,,,,
Kütüphanecilik ve Bilgilendirme Faaliyetleri ,1500$,Azerbaycan Türkçesi,,,,,,,
Devlet ve Halkla İlişkiler ,2500$,Azerbaycan Türkçesi,,,,,,,
Bölgesel Çalışmalar (Arap Ülkeleri),1500$,Azerbaycan Türkçesi,,,,,,,
Bölgesel Çalışmalar (Türkiye Üzerine),1500$,Azerbaycan Türkçesi,,,,,,,
Bölgesel Çalışmalar (İran Üzerine),1500$,Azerbaycan Türkçesi,,,,,,,
Bölgesel Çalışmalar (Japonya Üzerine),1500$,Azerbaycan Türkçesi,,,,,,,
Bölgesel Çalışmalar (İsrail Üzerine),1500$,Azerbaycan Türkçesi,,,,,,,
Bölgesel Çalışmalar (Çin Üzerine),1500$,Azerbaycan Türkçesi,,,,,,,
Bölgesel Çalışmalar (Pakistan Üzerine),1500$,Azerbaycan Türkçesi,,,,,,,
Bölgesel Çalışmalar (Kore Üzerine),1500$,Azerbaycan Türkçesi,,,,,,,
Bölgesel Çalışmalar (Amerika Üzerine),1500$,Azerbaycan Türkçesi,,,,,,,
Bölgesel Çalışmalar (Kafkasya Üzerine),1500$,Azerbaycan Türkçesi,,,,,,,
Sosyoloji,1500$,Azerbaycan Türkçesi,,,,,,,
Tarih Öğretmenliği ,1500$,Azerbaycan Türkçesi,,,,,,,
Tercüme (Arap Dili),1500$,Azerbaycan Türkçesi,,,,,,,
Tercüme (Fars Dili),1500$,Azerbaycan Türkçesi,,,,,,,
Uluslararası Ticaret Ve Lojistik,2500$,Azerbaycan Türkçesi,,,,,,,
Sürdürülebilir Kalkınma Yöntemi,1500$,Azerbaycan Türkçesi,,,,,,,
Şirket Yönetimi,2500$,Azerbaycan Türkçesi,,,,,,,
Ekonomi,2500$,Azerbaycan Türkçesi,,,,,,,
Maliye,2500$,Azerbaycan Türkçesi,,,,,,,
Yönetim,2500$,Azerbaycan Türkçesi,,,,,,,
Biyoloji ,1500$,Azerbaycan Türkçesi,,,,,,,
