BOSNA-HERSEK ÜNİVERSİTELERİ,,,,,,,,,,
Sanat Ögretmenliği* Resim* Heykel,1.375 €,4 Yıl,,,,,,,,
Tasarım*Dizayn,1.375 €,3 Yıl,,,,,,,,
Müzik,1.375 €,4 Yıl,,,,,,,,
Mühendislik Teknolojisi,1.375 €,3 Yıl,,,,,,,,
İşletme Bilişimi,1.375 €,3 Yıl,,,,,,,,
Finans,1.375 €,3 Yıl,,,,,,,,
 ,1.375 €,3 Yıl,,,,,,,,
Coğrafya,1.375 €,4 Yıl,,,,,,,,
Beden Eğitimi ve Spor ,1.375 €,4 Yıl,,,,,,,,
Psıkoloji ve Sosyoloji  Cift Diploma,600 €,4 Yıl,,,,,,,,
Sınıf Öğretmenliği ,600 €,4 Yıl,,,,,,,,
Kimya ,1.375 €,4 Yıl,,,,,,,,
Pedagoji ,600 €,4 Yıl,,,,,,,,
Çevre Koruma ve Ekoloji ,1.375 €,3 Yıl,,,,,,,,
Biyoloji ,1.375 €,4 Yıl,,,,,,,,
Sosyoloji ,600 €,4 Yıl,,,,,,,,
Psikoloji  ,600 €,4 Yıl,,,,,,,,
İş Güvenliği,1.375 €,4 Yıl,,,,,,,,
İşletme Bilişim Lisansı ,1.375 €,3 Yıl,,,,,,,,
İşletme Ekonomisi ,3.750 €,3 Yıl,,,,,,,,
BiyoTeknoloji,1.375 €,3 Yıl,,,,,,,,
Bilgisayar Bilişim Teknolojileri,1.000 €,3 Yıl,,,,,,,,
Yazılım Geliştirme ,1.000 €,3 Yıl,,,,,,,,
Beslenme,1.375 €,3 Yıl,,,,,,,,
Krimiloji ve Güvenlik,1.375 €,3 Yıl,,,,,,,,
Müzik Öğretmenliği,1.375 €,4 Yıl,,,,,,,,
Profösyonel Antronörlük  ,1.375 €,3 Yıl,,,,,,,,
Spor Yönetimi,1.375 €,4 Yıl,,,,,,,,
Arşiv ve Kütüpanecilik*Müzecilik,600 €,3 Yıl,,,,,,,,
İnşaat Mühendisliği ,1.375 €,3 Yıl,,,,,,,,
Yenilenebilir Enerji Kaynakları,3.750 €,3 Yıl,,,,,,,,
Web Programlama,1.375 €,3 Yıl,,,,,,,,
İç Mimarlık,1.375 €,3 Yıl,,,,,,,,
TUZLA DEVLET ÜNİVERSİTESİ ,,YIL,,EK GİDERLER,YUKSEKLİSANS 1 Yıl,,,DOKTORA 3 Yıl,,
Tıp,2.000 €,6 Yıl,Boşnakça,KONAKLAMA,Logopedi,1.250 €,,Medeni Hukuk,5.200 €,
Eczacılık,2.000 €,5 Yıl,Boşnakça,Saraybosnada ,Eczacılık,1.250 €,,Ceza Hukuku,5.200 €,
BiyoTıp,2.000 €,3 Yıl,Boşnakça,Ev 150*400€,Hemşirelik ,1.250 €,,Uluslararası Kamu Hukuku,5.200 €,
İlaç,2.000 €,6 Yıl,Boşnakça,Yurt 90 €,Fizyoterapi,1.250 €,,Tarım Bilimi,5.200 €,
Logopedi,500 €,3 Yıl,Boşnakça,Özel Yurt 150€,Radyoloji,1.250 €,,Bitkisel ,7.200 €,
Konuşma Terapisti ve Odyoloji,500 €,3 Yıl,Boşnakça,OTURUM İZNİ,Laboratuvar,1.250 €,,Hayvansal Uretim,7.200 €,
Davranış Bozuklukları,500 €,3 Yıl,Boşnakça,İlk Yıl 295€,Görüntüleme,1.250 €,,İş Güvenliği,7.200 €,
Özel Eğitim ve Rehabilitasyon,500 €,3 Yıl,Boşnakça,Diğer Yıllar 140€,Biyotıp ve Sağlık,1.250 €,,Çevre Koruma Mühendisliği,7.200 €,
Ekonomi,800 €,3 Yıl,Boşnakça,,Sağlık Mühendisliği,1.250 €,,İş Güvenliği,7.200 €,
İşletme Ekonomisi,800 €,3 Yıl,Boşnakça,Bireysel Seyahat Giderleri,Konuşma Terapisi Odyoloji,1.250 €,,Gıda Teknolojisi,7.200 €,
Uluslararası Ticaret* Pazarlama,800 €,3 Yıl,Boşnakça,Konaklama Giderleri,Özel Eğitim ve Rehabilitasyon,1.250 €,,Gıda Güvenliği,7.200 €,
Muhasebe*Denetim-Finans,800 €,3 Yıl,Boşnakça,Seyahat Sigortası,Uluslararası  Hukuk,1.250 €,,Kimya Mühendisliği,7.200 €,
 E*Ticaret* Kamu Sektörü İşetmeciliği,800 €,3 Yıl,Boşnakça,Yeme ve İçme (Market),Medeni Hukuk,1.250 €,,Malzeme Mühendisliği,7.200 €,
MakroEkonomi*Sigortacılık*Bankacılık,800 €,3 Yıl,Boşnakça,MUAFİYET,Ceza Hukuku,1.250 €,,Biyotıp ve Sağlık,7.200 €,
Uluslararası İlişkiler ve Diplomasi,800 €,3 Yıl,Boşnakça,Dil Muafiyeti Ücretli ve Sınavlı Oluyor ,Uluslararası Kamu Hukuku,1.250 €,,Gazetecilik,5.200 €,
Turizm,800 €,3 Yıl,Boşnakça,Üniversiteye Başlama ,Tarih Karşılastırması,1.250 €,,Amerikan  Edebiyatı,5.200 €,
Turizm İşletmeciliği,800 €,3 Yıl,Boşnakça,Sağlıkta Biyoloji Kimya ,İdare Hukuku,1.250 €,,Dil Ceviri,5.200 €,
Beden Eğitimi ve Spor,800 €,3 Yıl,Boşnakça,Mühendislikte Matematik Fizik,Felsefe,1.250 €,,İngiliz Dili Dilbilimi,5.200 €,
Antranorlük ,800 €,3 Yıl,Boşnakça,Giriş sınavları bulunur ,Sosyal Pedagoji,1.250 €,,İngilizce Öğremenliği,5.200 €,
Özel Amaclı Koç Eğitimi,800 €,3 Yıl,Boşnakça,Sınav 2 kere girilir geçemeyenler 3. kayıt referans ile ,Beden Eğitimi ve Spor,1.250 €,,Beden Eğitimi,4.600 €,
Doga Bilimleri,1.000 €,4 Yıl,Boşnakça,Yada Sınavsız Özel Okullara Kaydedilir ,Ekonomi,1.250 €,,Felsefe,5.200 €,
Felsefe,1.000 €,4 Yıl,Boşnakça,Ders basarısı 1*2 yıl Sonra Yuksek ise ,,,,Eğitim,6.200 €,
Hukuk,1.000 €,4 Yıl,Boşnakça,Bosna'da Devlet Okullarına  Yataygecişi yapılabilir.,,,,Logopedi,7.200 €,
Siyasal Bilimler,1.000 €,4 Yıl,Boşnakça,,,,,Ekonomi,7.200 €,
Gazetecilik ,1.000 €,4 Yıl,Boşnakça,,,,,Eczacılık,7.200 €,
Türk Dili ve Edebiyatı,1.000 €,4 Yıl,Boşnakça,,,,,Kineziterapi,7.200 €,
İngiliz Dili ve Edebiyatı,500 €,4 Yıl,Boşnakça,,,,,,,
Alman Dili ve Edebiyatı,500 €,4 Yıl,Boşnakça,,,,,,,
Felsefe*Sosyoloji,500 €,4 Yıl,Boşnakça,,,,,,,
Psikoloji,500 €,4 Yıl,Boşnakça,,,,,,,
Pedagoji,500 €,4 Yıl,Boşnakça,,,,,,,
Sınıf Öğretmenliği,500 €,4 Yıl,Boşnakça,,,,,,,
Okul Öncesi Öğretmenliği,500 €,4 Yıl,Boşnakça,,,,,,,
Sosyal Hizmetler,500 €,4 Yıl,Boşnakça,,,,,,,
Biyoloji,1.000 €,4 Yıl,Boşnakça,,,,,,,
Fizik,1.000 €,4 Yıl,Boşnakça,,,,,,,
Matematik,1.000 €,4 Yıl,Boşnakça,,,,,,,
Coğrafya,1.000 €,4 Yıl,Boşnakça,,,,,,,
Oyunculuk,1.000 €,4 Yıl,Boşnakça,,,,,,,
Prodüksiyon,4.800 €,4 Yıl,Boşnakça,,,,,,,
Dramatik Sanatlar,4.800 €,4 Yıl,Boşnakça,,,,,,,
Film*Radyo*TV,4.800 €,4 Yıl,Boşnakça,,,,,,,
Bilgi ve Bilişim ,500 €,3 Yıl,Boşnakça,,,,,,,
Telekomünikasyon,500 €,3 Yıl,Boşnakça,,,,,,,
Elektrik Mühendisliği ve Enerji Dönüştürme,500 €,3 Yıl,Boşnakça,,,,,,,
Elektrik Güç ve Sistemleri,500 €,3 Yıl,Boşnakça,,,,,,,
Mekatronik Mühendisliği,500 €,3 Yıl,Boşnakça,,,,,,,
Otomasyon Mühendisliği,500 €,3 Yıl,Boşnakça,,,,,,,
Kimya Mühendisliği ve Teknolojisi,500 €,3 Yıl,Boşnakça,,,,,,,
Mineral Ham Maddeler,500 €,3 Yıl,Boşnakça,,,,,,,
Çevre Mühendisliği,500 €,3 Yıl,Boşnakça,,,,,,,
Çevre Koruma Mühendisliği,500 €,3 Yıl,Boşnakça,,,,,,,
Gıda Kalitesi ve Güvenliği,500 €,3 Yıl,Boşnakça,,,,,,,
Gıda Teknolojisi Mühendisliği,500 €,3 Yıl,Boşnakça,,,,,,,
İş Güvenliği ve Sağlığı,500 €,3 Yıl,Boşnakça,,,,,,,
Ekoloji Mühendisliği,500 €,3 Yıl,Boşnakça,,,,,,,
Ziraat Mühendisliği Bitkisel Üretim ,500 €,3 Yıl,Boşnakça,,,,,,,
Ziraat Mühendisliği Tarim Bilimi,500 €,3 Yıl,Boşnakça,,,,,,,
Ziraat Mühendisliği Hayvansal Üretim,500 €,3 Yıl,Boşnakça,,,,,,,
Maden Mühendisliği,500 €,3 Yıl,Boşnakça,,,,,,,
Üretim Makine Mühendisliği,500 €,3 Yıl,Boşnakça,,,,,,,
Jeoloji Mühendisliği,500 €,3 Yıl,Boşnakça,,,,,,,
İnşaat Mühendisliği,500 €,3 Yıl,Boşnakça,,,,,,,
Güvenlik  ve Yardım Çalışmaları,500 €,3 Yıl,Boşnakça,,,,,,,
Maden Kaynakları Sondaj Kuyusu İşletmesi,500 €,3 Yıl,Boşnakça,,,,,,,
Elektrik Güç Mühendisliği,500 €,3 Yıl,Boşnakça,,,,,,,
EnerjiTermo Mühendisliği,500 €,3 Yıl,Boşnakça,,,,,,,
Bilgisayar Mühendsiliği,1.000 €,3 Yıl,Boşnakça,,,,,,,
Robotik Mühendisliği,1.000 €,3 Yıl,Boşnakça,,,,,,,
Endüstri Mühendisliği,1.000 €,3 Yıl,Boşnakça,,,,,,,
Tarih,500 €,4 Yıl,Boşnakça,,,,,,,
SARAYBOSNA BİLİM VE TEKNOLOJİ ÜNİVERSİTESİ,,YIL,HAZIRLIK 7500€,EK GİDERLER,YAN DALLAR,YUKSEKLİSANS 1*2Yıl,,DOKTORA,,
Tıp,13.200 €,6 Yıl,İngilizce,KONAKLAMA,Eğitimin 3 ve 4.Yıllarında Yan dal alınabilir,Bilgisayar Bilimi BT,5.200 €,Siyaset Bilimi ve Uluslararası İlişkiler,15.200 €,4 Yıl
Diş Hekimliği,13.200 €,6 Yıl,İngilizce,Saraybosnada ,İngiliz Dili ,Bilişim Sistemleri*VERİ,5.200 €,Bilgisayar Bilimleri,15.200 €,4 Yıl
Eczacılık,13.200 €,5 Yıl,İngilizce,Ev 150*400€,Alman Dili ,Ekonomi ,1 Yıl 9400 €,,,
İlaç Bilimi,13.200 €,5 Yıl,İngilizce,Yurt 90 €,Uluslararası Hukuk,İşletme ,1 Yıl 9400 €,,,
Sağlık Calışmaları,13.200 €,3 Yıl,İngilizce,Özel Yurt 150€,Elektrik ve Elektronik Mühendisliği,Ekonomi ,2 Yıl 10000 €,,,
Siyaset Bilimler ve Uluslararsı İlişkiler,8.000 €,4 Yıl,İngilizce,OTURUM İZNİ,,İşletme ,2 Yıl 10000 €,,,
Bilgisayar Bilimleri,8.000 €,3 Yıl,İngilizce,İlk Yıl 295€,,İşletme Yönetimi MBA,2 Yıl 10000 €,,,
Bilgi Sistemleri Yan dal Mühendislik,8.000 €,3 Yıl,İngilizce,Diğer Yıllar 140€,,Araştirma ile MSc,2 Yıl 10000 €,,,
Mühendislik Bilimi,8.000 €,2 Yıl,İngilizce,,,Uluslararası Hukuk,5.200 €,,,
Oyun Tasarımı ve Geliştirme,7.800 €,4 Yıl,İngilizce,,,Diplomasi,5.200 €,,,
Ekonomi,8.000 €,4 Yıl,İngilizce,,,Çatışma Analizi ve Uzlaşma(CAR),5.500 €,,,
İngiliz Dili Tecumanlık,8.000 €,4 Yıl,İngilizce,,,Farmakoekonomi,5.500 €,,,
Alman Dili Tercumanlık,8.000 €,4 Yıl,İngilizce,,,,,,,
Film Akademisi Oyunculuk Tasarımı ve Geliştirme,12.000 €,3 Yıl,İngilizce,,,,,,,
Film Akademisi Yönetmenlik BFA(KısaFilm),6.500 €,3 Yıl,İngilizce,,,,,,,
Film Akademisi Yönetmenlik MFA,12.000 €,3 Yıl,İngilizce,,,,,,,
ZENİCA DEVLET ÜNİVERSİTESİ,,YIL,DİL,KONAKLAMA,YUKSEKLİSANS 1550 € 1 Yıl,ÜCRET,DOKTORA,,,
Tıp,3.200 €,6 Yıl,Boşnakça ,Yurt 70€,Sağlık Yönetimi,5.000 €,Hukuk Bilimleri,,,
Hemşirelik ,1.350 €,4 Yıl,Boşnakça,Ev 100€*350€,Cerrahi,5.000 €,Ekonomi Bilimleri,,,
Hukuk,800 €,4 Yıl,Boşnakça,Saraybosnada ,Dahiliye,5.000 €,Beşeri Bilimler,,,
Sınıf Öğretmenliği,800 €,4 Yıl,Boşnakça,Ev 200*500€,Aile Hekimliği,5.000 €,Sosyal Bilimler,,,
İngiliz Dili ve Edebiyatı,800 €,4 Yıl,Boşnakça,Yurt 90*100*110€,Sosyal Pedagoji,1.550 €,Metalürji Metalik üzerine,,,
Türk Dili ve Edebiyatı,800 €,4 Yıl,Boşnakça,Özel Yurt 150€,İslam Pedagojisi (Din Öğretmenliği),1.550 €,Makine Mühendisliği,,,
Alman Dili ve Edebiyatı,800 €,4 Yıl,Boşnakça,OTURUM İZNİ,Çocuk Pedagojisi,1.550 €,,,,
Beden Eğitimi ve Spor,800 €,4 Yıl,Boşnakça,İlk Yıl 295€,Sınıf Öğretmenliği,1.550 €,,,,
Turizm,800 €,4 Yıl,Boşnakça,Diğer Yıllar 140€,Türk Dili Edebiyatı,1.550 €,,,,
Kültürel Miras Tarihi,800 €,4 Yıl,Boşnakça,,İngilizce Dili ve Edebiyatı,1.550 €,,,,
İlahiyat,800 €,4 Yıl,Boşnakça,Eğitim 3+2 *4+1  ,Alman Dili ve Edebiyatı,1.550 €,,,,
Arap Dili ve Edebiyatı ,800 €,4 Yıl,Boşnakça,,Matematik ve Bilişim ,1.550 €,,,,
Sosyal Pedagoji,800 €,4 Yıl,Boşnakça,,Sırp*Hırvat*Boşnakça Dil ve Edebiyatı,1.550 €,,,,
Okul Öncesi Eğitim Öğretmenliği,800 €,4 Yıl,Boşnakça,,Kültüroloji,1.550 €,,,,
İnşaat Yapı Mühendisliği,1.550 €,3 Yıl,Boşnakça,,Makine Mühendisliği,1.550 €,,,,
Üretim Mühendisliği,1.550 €,3 Yıl,Boşnakça,,Metalik Malzemeler,1.550 €,,,,
Yazılım Mühendisliği,1.550 €,3 Yıl,Boşnakça,,Kimya Teknolojisi Müh,1.550 €,,,,
Metalürji Mühendisliği,1.550 €,3 Yıl,Boşnakça,,Kalite Yönetimi,1.550 €,,,,
Malzeme Mühendisliği,1.550 €,3 Yıl,Boşnakça,,Makine Bakım,1.550 €,,,,
Çevre Koruma Mühendisliği,1.550 €,3 Yıl,Boşnakça,,KOBİ Üretim Teknolojileri Mühendisliği,1.550 €,,,,
Yangın Koruma  ve İş Güvenliği,1.550 €,3 Yıl,Boşnakça,,Metroloji,1.550 €,,,,
Kimya Mühendisliği,1.550 €,3 Yıl,Boşnakça,,İnşaat,1.550 €,,,,
Mekatronik ,1.550 €,3 Yıl,Boşnakça,,Tasarım ,1.550 €,,,,
Yenilenebilir Enerji Kaynakları,1.550 €,3 Yıl,Boşnakça,,,,,,,
Metroloji Mühendiliği,1.550 €,3 Yıl,Boşnakça,,,,,,,
Ekonomik Kalkınma  ve Siyaset ,1.550 €,3 Yıl,Boşnakça,,,,,,,
İşletme ve Maliye ,1.550 €,3 Yıl,Boşnakça,,,,,,,
Ekonomi Yönetimi,1.550 €,3 Yıl,Boşnakça,,,,,,,
Finans ve Mühasebe Denetim,1.550 €,3 Yıl,Boşnakça,,,,,,,
Matematik ve Bilgisayar Bilimi,1.550 €,3 Yıl,Boşnakça,,,,,,,
Kültürel  Medya  Çalışmaları ,1.550 €,3 Yıl,Boşnakça,,,,,,,
Ağaç İşleme tasarımı ve Teknolojileri,1.550 €,3 Yıl,Boşnakça,,,,,,,
Mühendislik Ekolojisi ,1.550 €,3 Yıl,Boşnakça,,,,,,,
İşletme Bilişimi ve Mühendisliği,1.550 €,3 Yıl,Boşnakça,,,,,,,
Üretim Teknolojilerinin Yönetimi,1.550 €,3 Yıl,Boşnakça,,,,,,,
Ürün Mühendisliği Tasarımı,1.550 €,3 Yıl,Boşnakça,,,,,,,
Makine Bakım ,1.550 €,3 Yıl,Boşnakça,,,,,,,
Makine Mühendisliği ,1.550 €,3 Yıl,Boşnakça,,,,,,,
Elektrik Mühendisliği ve Otomasyon,1.550 €,3 Yıl,Boşnakça,,,,,,,
Cevher ve Demir  Mineroloji,1.550 €,3 Yıl,Boşnakça,,,,,,,
Plastik Metal İşleme,1.550 €,3 Yıl,Boşnakça,,,,,,,
Metal Eritme ve Döküm,1.550 €,3 Yıl,Boşnakça,,,,,,,
Isı Mühendisliği Ölçme,1.550 €,3 Yıl,Boşnakça,,,,,,,
BİHAÇ ÜNİVERSİTESİ ,,DİL,KONAKLAMA,YUKSEKLİSANS,,,,,,
Hemşirelik,1.100 €,Boşnakça,,Ceza Hukuku,,,,,,
Beslenme Diyetisyenlik  ,1.100 €,Boşnakça,,İlahiyat,,,,,,
Sağlık Mühendisliği,1.100 €,Boşnakça,,Avrupa Hukuku,,,,,,
Fizik Tedavi ,1.100 €,Boşnakça,,Eyalet Hukuku,,,,,,
Gıda Teknolojileri Mühendisliği,1.100 €,Boşnakça,,Finans*Muhasebe*Denetim,,,,,,
Beden Eğitimi ve Spor,1.100 €,Boşnakça,,Yönetim ve Girişimcilik,,,,,,
Okul Öncesi Eğitim Öğretmenliği,1.100 €,Boşnakça,,Okul öncesi Eğitim,,,,,,
Sınıf Ögretmenliği,1.100 €,Boşnakça,,Sınıf Öğretmenliği,,,,,,
Hasta Bakımı,1.100 €,Boşnakça,,Sosyal Pedagoji,,,,,,
İlahiyat,1.100 €,Boşnakça,,Beden Eğitimi ve Spor,,,,,,
Hukuk,1.100 €,Boşnakça,,Matematik ve Bilişim,,,,,,
Ormancılık Mühendisliği,1.100 €,Boşnakça,,Ormanların Yönetim ve İşletilmesi,,,,,,
 İnşaat Mühendisliği,1.100 €,Boşnakça,,İngilizce Dili ve Edebiyatı,,,,,,
Tekstil Tasarımı,1.100 €,Boşnakça,,,,,,,,
Giyim Teknolojileri,1.100 €,Boşnakça,,,,,,,,
Bilgisayar Mühendisliği,1.100 €,Boşnakça,,,,,,,,
BT Mühendisliği,1.100 €,Boşnakça,,,,,,,,
Makine Mühendisliği,1.100 €,Boşnakça,,,,,,,,
Matematik ve Fizik ,1.100 €,Boşnakça,,,,,,,,
Tarım Mühendisliği(Tarım*Meyve*Sebze*Organık*Hayvancılık*Bağcılık,1.100 €,Boşnakça,,,,,,,,
Otomasyon ve Elektronik Mühendisliği,1.100 €,Boşnakça,,,,,,,,
Ahşap Endüstüri  Mühendisliği,1.100 €,Boşnakça,,,,,,,,
Hukuk,1.100 €,Boşnakça,,,,,,,,
Turizmde Yönetim ve Pazarlama,1.100 €,Boşnakça,,,,,,,,
İşletme ,1.100 €,Boşnakça,,,,,,,,
Finans ve Mühasebe Denetim,1.100 €,Boşnakça,,,,,,,,
Cevre  Koruma ve Mühendisliği,1.100 €,Boşnakça,,,,,,,,
Alman Dili ve Edebiyatı,1.100 €,Boşnakça,,,,,,,,
Boşnak  Dili ve Edebiyatı,1.100 €,Boşnakça,,,,,,,,
İngilizce Dili ve Edebiyatı,1.100 €,Boşnakça,,,,,,,,
Tarih,1.100 €,Boşnakça,,,,,,,,
BiyoTeknoloji,1.100 €,Boşnakça,,,,,,,,
ULUSLARARASI GORAJDE ÜNİVERSİTESİ ,,,DİL,KONAKLAMA,YUKSEKLİSANS,UZMANLIK,,,,
Tıp,3.000 €,6 Yıl ,Boşnakça*İngiilizce,Saraybosnada ,,2.500 €,,,,
Diş Hekimliği,2.000 €,5 Yıl,Boşnakça*İngiilizce,Ev 150*400€,,2.500 €,,,,
Eczacılık*Yarı zamanlı Eczacılık,2000€*2200€,5 Yıl,Boşnakça*İngiilizce,Yurt 90 €,,2.500 €,,,,
FizyoTerapi* Yarı zamanlı,1300€*1500€,4 Yıl,Boşnakça*İngiilizce,Özel Yurt 150€,1300€*1500€,2.500 €,,,,
Hemşirelik *Yarı zamanlı Eczacılık,1300€*1500€,4 Yıl,Boşnakça*İngiilizce,OTURUM İZNİ,1300€*1500€,2.500 €,,,,
Psikoloji* Yarı Zamanlı,1200€*1350€,4 Yıl,Boşnakça*İngiilizce,İlk Yıl 295€,1300€*1350€,2.000 €,,,,
Türk Dili ve Edebiyatı*Yarı zamanlı,1200€*1350€,4 Yıl,Boşnakça*İngiilizce,Diğer Yıllar 140€,1300€*1350€,2.000 €,,,,
İnşaat Mühendisliği*Yarı zamanlı,1500€*1700€,4 Yıl,Boşnakça*İngiilizce,,1300€*1500€,2.000 €,,,,
Elektrik Mühendisliği*Yarı zamanlı,1500€*1700€,4 Yıl,Boşnakça*İngiilizce,,1300€*1500€,2.000 €,,,,
Jeodezi*Harita Mühendisliği,1500€*1700€,4 Yıl,Boşnakça*İngiilizce,,1300€*1500€,2.000 €,,,,
Mimarlık*Yarı zamanlı Mimarlık,1500€*1700€,4 Yıl,Boşnakça*İngiilizce,,1300€*1500€,2.000 €,,,,
Hukuk,1000€*1250€,3 Yıl,Boşnakça*İngiilizce,,2300€*2300€,2.000 €,,,,
İşletme,1000€*1250€,3 Yıl,Boşnakça*İngiilizce,,2300€*2300€,2.000 €,,,,
Ekonomi  ve Yönetimi,1000€*1250€,3 Yıl,Boşnakça*İngiilizce,,2300€*2300€,2.000 €,,,,
Bankacılık ve Ticaret,1000€*1250€,3 Yıl,Boşnakça*İngiilizce,,2300€*2300€,2.000 €,,,,
,,,,,,,,,,
,,,,,,,,,,
TRAVNİK ÜNİVERSİTESİ,HAZIRLIK FİYATI: 2000€,,,,,,,,,
Diş Hekimliği,5.000€,,Boşnakça,,,,,,,
Eczacılık,4.000€,,Boşnakça,,,,,,,
Fizik Tedavi,4.000€,,Boşnakça,,,,,,,